1 25.000 1.000000 25.000000
2 21.621 0.549425 39.352096
3 18.064 0.879365 20.541913
4 30.677 1.040740 29.476057
5 3.605 1.639613 2.198893
6 19.199 1.919504 10.002315
7 20.498 1.858832 11.027125
8 19.401 1.151923 16.842626
9 6.180 1.350298 4.576680
10 23.343 1.910411 12.218772
11 17.604 0.857361 20.532285
12 21.451 0.978190 21.929086
13 24.134 1.381746 17.466258
14 23.388 1.148405 20.366011
15 9.648 0.870206 11.086522
16 16.733 1.120747 14.930640
17 25.229 1.462924 17.245811
18 16.031 1.338044 11.980929
19 7.250 1.095377 6.618362
20 24.312 1.194960 20.345243
21 13.740 0.804547 17.077795
22 18.971 1.070936 17.714102
23 54.264 2.620135 20.710365
24 35.611 1.734194 20.534727
25 37.600 1.837918 20.458013
26 28.601 1.412368 20.250519
27 30.257 1.510336 20.033432
28 14.947 0.746545 20.022169
29 18.523 0.927041 19.980588
30 20.446 1.022928 19.988135
31 21.809 1.091293 19.984868
32 21.901 1.095413 19.993107
33 16.938 0.846919 19.999282
34 23.051 1.152370 20.002872
35 15.933 0.796671 19.999345
36 4.460 0.222997 19.998394
37 13.205 0.660150 20.003348
38 17.907 0.895267 20.001586
39 15.800 0.789968 20.000204
40 6.405 0.320265 19.999556
41 2.821 0.141067 20.000406
42 4.814 0.240708 20.000479
43 24.142 1.207046 20.001019
44 42.803 2.140089 20.000572
45 38.454 1.922718 19.999798
46 42.150 2.107510 19.999728
47 20.767 1.038431 19.998750
48 30.306 1.515392 19.998838
49 21.495 1.074786 19.998924
50 25.926 1.296408 19.998364
51 15.165 0.758282 19.999232
52 21.842 1.092207 19.998270
53 23.305 1.165281 19.999306
54 32.569 1.628508 19.999079
55 26.521 1.326117 19.998874
56 14.464 0.723237 19.999257
57 11.043 0.552144 19.999325
58 6.116 0.305838 19.998071
59 13.988 0.699424 19.998933
60 9.011 0.450615 19.997045
61 20.852 1.042720 19.997821
62 14.612 0.730621 19.999960
63 7.860 0.393026 19.999478
64 23.465 1.173321 19.998995
65 23.501 1.175051 19.999680
66 15.563 0.778162 20.000197
67 41.537 2.076856 19.999823
68 26.112 1.305600 19.999858
69 24.922 1.246100 19.999884
70 20.478 1.023934 19.999308
71 17.095 0.854801 19.998897
72 17.603 0.880199 19.998745
73 25.640 1.282084 19.998934
74 25.546 1.277382 19.998559
75 8.700 0.435051 19.996924
76 11.866 0.593331 19.998233
77 36.853 1.842919 19.997314
78 39.100 1.955147 19.998541
79 33.616 1.680954 19.998364
80 22.393 1.119743 19.998377
81 15.151 0.757543 19.999553
82 8.416 0.420799 19.999233
83 17.052 0.852584 20.000574
84 19.619 0.980876 20.001104
85 20.210 1.010481 20.000733
86 16.643 0.832131 20.000234
87 27.715 1.385695 20.000636
88 15.205 0.760266 19.999955
89 8.250 0.412482 20.001174
90 23.096 1.154799 20.000446
91 45.673 2.283551 20.000898
92 47.109 2.355399 20.000636
93 53.994 2.699573 20.001021
94 23.346 1.167323 19.999568
95 9.493 0.474635 20.000312
96 10.828 0.541357 20.002160
97 22.802 1.140088 20.000637
98 17.586 0.879352 19.999286
