1 30.000 1.000000 30.000000
2 24.919 1.417985 17.573366
3 33.233 1.786471 18.602826
4 12.797 1.871617 6.837670
5 38.334 2.391905 16.026602
6 40.715 1.980389 20.559139
7 18.743 0.866349 21.634148
8 30.560 1.134282 26.941853
9 40.877 2.159313 18.930369
10 26.686 1.361139 19.605513
11 35.693 1.782737 20.021219
12 26.455 1.372069 19.281242
13 24.602 1.274402 19.304950
14 26.984 0.709164 38.049926
15 34.177 2.084889 16.392955
16 30.502 1.739894 17.530854
17 21.117 1.698504 12.432710
18 28.994 1.436209 20.188015
19 35.826 1.887128 18.984388
20 31.512 1.131898 27.840001
21 33.294 1.846823 18.027463
22 49.354 2.298997 21.467422
23 16.120 0.847172 19.027441
24 11.619 0.589991 19.693338
25 21.472 1.077903 19.920287
26 27.348 1.389570 19.680926
27 30.398 1.518600 20.016908
28 28.535 1.429729 19.958644
29 27.443 1.370148 20.029181
30 39.393 1.971650 19.979876
31 40.406 2.020174 20.001180
32 28.784 1.438962 20.003565
33 28.557 1.427561 20.004254
34 29.619 1.480934 20.000019
35 24.949 1.247383 20.001125
36 53.258 2.662551 20.002628
37 42.836 2.141741 20.000441
38 8.764 0.438296 19.995788
39 37.061 1.853135 19.999077
40 39.412 1.970570 20.000046
41 25.338 1.266860 20.000427
42 47.125 2.356184 20.000383
43 41.350 2.067488 20.000062
44 49.453 2.472713 19.999580
45 29.650 1.482551 19.999282
46 20.152 1.007648 19.998819
47 30.594 1.529876 19.997821
48 29.686 1.484395 19.998859
49 32.682 1.634241 19.998476
50 26.657 1.332987 19.997723
51 30.483 1.524235 19.998781
52 35.098 1.755049 19.998575
53 30.519 1.525974 19.999420
54 23.255 1.162817 19.998964
55 33.963 1.698192 19.999277
56 16.515 0.825787 19.998518
57 25.530 1.276619 19.998426
58 24.337 1.216981 19.998088
59 31.645 1.582354 19.998503
60 36.541 1.827176 19.998880
61 26.780 1.338935 20.000603
62 41.311 2.065618 19.999153
63 42.390 2.119600 19.999024
64 28.112 1.405633 19.999396
65 36.137 1.806863 19.999690
66 52.294 2.614834 19.998986
67 32.157 1.607824 20.000385
68 10.450 0.522544 19.997412
69 30.074 1.503794 19.998663
70 21.354 1.067810 19.998376
71 50.975 2.548934 19.998421
72 53.782 2.689231 19.999003
73 27.341 1.367163 19.998470
74 19.339 0.967006 19.999204
75 22.163 1.108264 19.997871
76 56.166 2.808627 19.997667
77 30.420 1.521019 19.999717
78 30.917 1.545956 19.998768
79 15.459 0.772958 19.999365
80 20.821 1.041106 19.998536
81 17.331 0.866521 20.000772
82 20.681 1.033999 20.000809
83 30.760 1.537977 20.000507
84 34.504 1.725202 19.999975
85 24.628 1.231383 19.999905
86 32.362 1.618086 20.000101
87 20.874 1.043739 19.999243
88 19.793 0.989510 20.002726
89 42.097 2.104797 20.000450
90 36.025 1.801153 20.001089
91 19.287 0.964341 20.000465
92 28.618 1.430796 20.001170
93 21.790 1.089567 19.998496
94 11.991 0.599601 19.998389
95 9.660 0.482906 20.003009
96 31.987 1.599312 20.000583
97 26.304 1.315257 19.999493
98 42.448 2.122345 20.000468
