1 301.000 1.000000 301.000000
2 267.568 0.946975 282.550333
3 278.034 1.911244 145.472875
4 587.986 1.750236 335.946605
5 537.583 0.062820 8557.531542
6 1396.684 0.293305 4761.884589
7 349.232 0.716933 487.118984
8 399.621 0.662939 602.802693
9 418.786 0.062389 6712.495856
10 809.817 1.697722 477.002097
11 517.243 1.172230 441.246842
12 246.498 0.760147 324.276789
13 544.082 1.685604 322.781436
14 378.603 0.622747 607.957121
15 646.759 0.843640 766.628764
16 568.637 0.868175 654.979983
17 688.550 0.612930 1123.375130
18 1073.561 0.326088 3292.239547
19 526.471 0.339590 1550.314565
20 619.361 0.236695 2616.710611
21 571.961 0.896403 638.062204
22 579.982 1.202512 482.308518
23 409.859 0.910992 449.904406
24 144.911 0.332753 435.491778
25 510.951 1.056895 483.445340
26 430.847 0.898551 479.490339
27 429.458 0.897940 478.269585
28 522.604 1.092566 478.327566
29 123.044 0.257080 478.620070
30 314.527 0.656707 478.946210
31 1137.644 2.375316 478.944278
32 902.491 1.884191 478.980703
33 455.871 0.951722 478.995992
34 340.589 0.711115 478.950383
35 793.931 1.657585 478.968656
36 647.109 1.351103 478.948742
37 748.762 1.563314 478.958170
38 548.068 1.144330 478.942442
39 614.696 1.283461 478.935890
40 334.528 0.698464 478.947492
41 754.455 1.575206 478.956311
42 712.715 1.488036 478.963377
43 100.321 0.209411 479.063006
44 264.972 0.553233 478.952059
45 307.066 0.641130 478.945622
46 209.337 0.437037 478.992212
47 337.696 0.705051 478.966665
48 329.617 0.688226 478.937354
49 63.029 0.131629 478.840320
50 208.632 0.435603 478.950413
51 718.561 1.500252 478.960235
52 714.307 1.491380 478.956892
53 121.123 0.252868 478.997959
54 169.938 0.354766 479.013218
55 352.842 0.736680 478.962167
56 877.278 1.831723 478.935850
57 437.867 0.914241 478.940366
58 479.004 1.000152 478.931697
59 536.512 1.120199 478.943502
60 619.165 1.292760 478.947639
61 389.234 0.812759 478.904828
62 566.404 1.182619 478.940183
63 76.625 0.160028 478.820474
64 193.840 0.404754 478.909060
65 302.071 0.630711 478.937560
66 439.250 0.917210 478.898274
67 663.424 1.385302 478.901775
68 796.002 1.662118 478.907806
69 866.017 1.808237 478.928791
70 646.073 1.348988 478.931240
71 601.043 1.254963 478.932940
72 601.609 1.256129 478.938705
73 403.662 0.842846 478.927569
74 623.704 1.302356 478.904635
75 630.487 1.316499 478.911821
76 410.737 0.857666 478.900536
77 611.499 1.276840 478.916131
78 502.683 1.049590 478.932885
79 458.696 0.957725 478.942922
80 707.968 1.478150 478.955517
81 729.484 1.523134 478.935924
82 491.309 1.025865 478.921863
83 519.006 1.083624 478.953686
84 598.049 1.248675 478.946792
85 547.081 1.142307 478.926028
86 601.577 1.256076 478.933524
87 480.565 1.003348 478.961568
88 511.528 1.068013 478.952929
89 684.699 1.429600 478.944342
90 443.061 0.924996 478.986518
91 87.858 0.183447 478.925817
92 213.601 0.446004 478.921486
93 275.852 0.575892 478.998766
94 415.360 0.867141 478.999110
95 865.531 1.807007 478.985729
96 569.828 1.189595 479.010188
97 561.706 1.172667 478.998517
98 377.696 0.788490 479.011729
